restaurantLink;restaurant;category;locaition;date;starsValue;text;useful;funny;cool
/biz/windmills-the-colony-2;Windmills;Indian,Brewpubs;The Colony, TX;Dec 2, 2023;5;Very unique restaurant with amazing food and live music.  I want to brag on it all!  The food was delicious and I would say a fusion of Indian and western flavors.  Our server was hard working, friendly, and very helpful!  The bartender made some super yummy cocktails included a Christmas margarita- best I've ever had!  Check out Rohit when you go!;--;--;--
/biz/andretti-indoor-karting-and-games-the-colony-the-colony;Andretti Indoor Karting & Games - The Colony;Arcades,Venues & Event Spaces,Sports Bars;The Colony, TX;Dec 2, 2023;5;So much fun all in one huge place!!  I had such a fun time at the bowling area.  The bowling has mini balls and mini pins which took a little getting used to but addictively fun!  We had to ask for a server to come over but once she did, she was great!  We ordered drinks and apps - all were yummy!  I definitely recommend spending some time here!  Next time I would like to try the racing side.;--;--;1
/biz/haywire-plano;Haywire;New American,American;Plano, TX;Dec 2, 2023;5;Love this place and can't wait to come back and check out their food!  We stopped in at the bar for drinks and the bartender was great!  Made good drinks and friendly service.  Check out the Texas ice cube!  Definitely make reservations as this place is popular!  It has a fun yet chill vibe.;--;--;--
/biz/sixes-social-cricket-the-colony;Sixes Social Cricket;Bars,Batting Cages,American;The Colony, TX;Dec 2, 2023;5;This was my first time and it was so much fun!!  There are several levels to try which changes the pitching speed and spin.  The place has a nice bar and pretty trendy atmosphere.  Our server was fantastic- very attentive and friendly.  We did have any food here, just drinks.  I will definitely come again!;1;--;1
/biz/campisis-restaurant-dallas-8;Campisi's Restaurant;Italian,Fast Food;Dallas, TX;Dec 2, 2023;3;I ate here for an early lunch before my flight at Love Field.  Plenty of places to sit and eat.  Service was friendly.  The sausage pizza was fresh and looked delicious but I found it to just be ok.  Something about the seasonings I didn't enjoy as much.;--;--;--
/biz/fusion-grill-katy;Fusion Grill;Burgers,Tacos,Sandwiches;Katy, TX;Dec 1, 2023;4;I came here for the BOGO happy hour to try out their cocktails.  I wasn't overly impressed and was disappointed the old fashioned wasn't included in the hh.  I ordered the salmon and veggies and it was good.  Loved the Asian sauce that came on the salmon.  Service was great and loved the trendiness and Christmas decorations inside!;--;--;--
/biz/copenhagen-european-kitchen-and-bakery-katy;Copenhagen European kitchen & Bakery;Bakeries,Mediterranean,Breakfast & Brunch;Katy, TX;Nov 23, 2023;5;I placed a pick up order for some Palvola and it was quite delicious!  I have never dined in here but want to now!  It's such a charming place!  The staff were friendly and helpful!  They offer special days for multiple course meals at a reasonable cost that I would like to try!;--;--;--
/biz/hacienda-real-fulshear-fulshear;Hacienda Real - Fulshear;Mexican,Tex-Mex;Fulshear, TX;Nov 22, 2023;5;Yummy food- got tacos for taco Tuesday- such a good deal!  Ingredients are fresh and sauces are great!  We also love the goodnight margarita!;--;--;1
/biz/thai-cuisine-and-ramen-king-katy-3;Thai Cuisine & Ramen King;Ramen,Thai,Asian Fusion;Katy, TX;Nov 21, 2023;5;Always delicious!  Always great service because they want to be known as amazing!  Great laid back , clean place to visit!  I had the Panang Curry level 2 which barely had any spice so 3 would be better but n my opinion!;--;--;--
/biz/houston-zoo-houston-2;Houston Zoo;Zoos;Museum District, Houston;Nov 18, 2023;4;I really enjoyed the sip and sparkle event.  The lights are majestic and no kids is even better!  I wish the wine tasting lines were arranged a bit differently so I didn't have to wait so long in line!;--;--;--
/biz/sixty-vines-houston-3;Sixty Vines;Wine Bars,New American;West University, Houston;Nov 18, 2023;5;Always amazing!  Great service- super friendly and helpful, great wine selection, great ambiance, and great tasting, fresh food!;--;--;--
/biz/little-s-oyster-bar-houston;Little’s Oyster Bar;Seafood,New American;Montrose, Houston;Nov 5, 2023;5;We came here because it was ranked #1 with Chronicle top Houston restaurants.  It was amazing!  The best service you will find in Houston!  It was nice and charming inside, with an upscale yet relaxed vibe.  The food...yes, please!  We had starters of oysters on the half shell and bread- both outstanding!  Our mains were the king salmon and the grouper.  Cooked perfectly with a nice complimentary sauce.  Sides were truffle potatoes- the best I've ever had, broccolini- not usually a fave of mine but this was fantastic, and crispy eggplant which was delicious and flavorful.  Dessert- yes please!  Key lime was over the top fantastic!!  Definitely check this place out!!;--;1;1
/biz/baan-thai-cuisine-humble;Baan Thai Cuisine;Salad,Seafood,Soup;Humble, TX;Nov 3, 2023;4;Very yummy, friendly and prompt service, and nice work n the inside!  Plenty of space to sit.  I had the green curry medium spice and it was delicious.  I was impressed with their wine by the glass prices too!  Under $8!;--;--;--
/biz/revival-eastside-eatery-waco-2;Revival Eastside Eatery;Sandwiches,Burgers,Salad;Waco, TX;Oct 28, 2023;4;Great place to grab a sandwich/burger with locally sourced ingredients!  Plenty of seating inside and out.  Great service from everyone.  I ordered the PTL - it's basically a BLT but on a delicious rosemary sourdough bread, I added goat cheese and it took this sandwich to the next level...so yummy!  I upgraded my fries for sweet potato fries and asked for them to be cooked more crispy because I'm not a fan of soggy fries (gross), and sadly, they did not come out crispy.;--;--;--
/biz/nightlight-donuts-and-coffee-woodway;Nightlight Donuts & Coffee;Donuts,Coffee & Tea,Food Stands;Woodway, TX;Oct 28, 2023;3;Not my favorite donut place I've ever tried.  The service was great, the coffee was good, and there were plenty of places to sit, but I did not enjoy the donuts.  They were cold and just ok.  I ate half and threw them away and finished my coffee.;--;--;--
/biz/segovia-wine-bar-waco;Segovia Wine Bar;Tapas Bars,Wine Bars,Tapas/Small Plates;Waco, TX;Oct 28, 2023;5;Love this precious wine bar!! Great service, great recommendations, very friendly!  It was very laid back with live music, sit where you want kind of place.  Good wine selections and we asked the server to pick three faves of tapas and he did not disappoint!  Excellent food choices! Potato, meatball, and shrimp!  Yum!!;--;--;--
/biz/huaco-lounge-waco;Huaco Lounge;Mexican;Waco, TX;Oct 27, 2023;5;Loved this little gem in Waco!  Great service and super cute on the inside!  We had refreshing margaritas, crispy tacos, street tacos and the most delicious churro dessert!  Definitely save room for the churros!;--;--;--
/biz/salad-and-go-katy-3;Salad and Go;Salad,Breakfast & Brunch,Fast Food;Katy, TX;Oct 27, 2023;3;I ordered 6 salads for a work meeting and when I arrived to pick them up, they had not even started making them!  I waited while they made them and arrived at my meeting late.  The salads were however good and fresh.;--;--;--
/biz/salata-katy-2;Salata;Salad,Wraps,Soup;Katy, TX;Oct 27, 2023;5;We ordered in salads for a work meeting and it was fresh and delicious!  My order was prepared just as I requested!  It's a great healthy option for lunch.;--;--;--
/biz/chicken-express-college-station;Chicken Express;Fast Food,Chicken Shop;College Station, TX;Oct 27, 2023;5;I love chicken express!!  Great service, plenty of seating, clean restaurant, and good food.  My fave is their fried chicken legs and corn nuggets- so yummy!;--;--;--
/biz/great-american-cookies-houston-22;Great American Cookies;Bakeries;Houston, TX;Oct 24, 2023;5;Great service, easy to order cookie cakes, easy to pick up, and perfectly yummy!  Thank you for helping us celebrate a birthday!;--;--;--
/biz/loi-estiatorio-new-york;Loi Estiatorio;Greek,Mediterranean;Midtown West, New York;Oct 24, 2023;5;Fantastic service from this lovely restaurant!  It definitely has a more upscale feel with dim lighting and tablecloths.  Nice wine selection and good recommendations from our server.  The stuffed eggplant was heavenly, the Branzino was flaky, moist, and flavorful- loved the charred lemon on the side, the lamb shank was cooked to perfection and for dessert, the Ekmek Kadaifi provided a nice finish to the meal.  Great dining experience!;1;1;1
/biz/niko-nikos-greek-and-american-café-houston-3;Niko Niko's Greek & American Café;Mediterranean,Greek,New American;Spring Branch, Houston;Oct 22, 2023;5;Always good service and great food!  It's an easy in, easy out, counter order place.  I love their Greek salad- it's super fresh and love the big hunk of feta.  The hummus is good too, served with veggies and pita bread.;--;--;--
/biz/havana-central-new-york-6;Havana Central;Cuban,Latin American,Wine Bars;Theater District, New York;Oct 21, 2023;5;Such a fun upbeat place to dine!  Love the Cuban vibe and bright colors!  Our server was amazing and the food was too delicious!!  We left so stuffed.  I highly recommend the red sangria.  For food we ordered the empanada sampler, chicken, pork and beef- all so yummy!  Then we split the Cuban sandwich with rice and black beans and tostones.  Everything was so full of flavor and fresh.;--;--;--
/biz/la-colombe-bryant-park-new-york;La Colombe Bryant Park;Coffee & Tea,Breakfast & Brunch,Cafes;Theater District, New York;Oct 21, 2023;4;Nice little coffee spot.  Service was fine, nothing exceptional.  I ordered a pumpkin spice latte and it was smooth but not too flavorful.;--;--;--
/biz/spirit-and-bell-queens;Spirit & Bell;Wine Bars,Cocktail Bars;LaGuardia Airport, Queens;Oct 21, 2023;4;If you have a little time to kill at the airport, it's a nice little hangout with great views and decent drink selections.  The service was great as well, fast and efficient!  Pricey but all airports are!;1;--;--
/biz/the-skylark-new-york;The Skylark;Cocktail Bars,Venues & Event Spaces,Lounges;Midtown West, New York;Oct 20, 2023;5;My favorite rooftop bar here so far!  Gorgeous views, love you can reserve a spot, plenty of space, great drink and food selection, and fabulous friendly service!  The hubs and I enjoyed a few drinks and admired the NY skyline!;--;--;--
/biz/verano-new-york;Verano;Mexican,Venues & Event Spaces,Cocktail Bars;Chelsea, New York;Oct 20, 2023;5;Super cute place right in the Hudson Yards area.  We went for a couple drinks and a snack.  I love the vibe and the location.  The service was great and efficient.  Our guacamole was delicious and fresh and served with thin blue tortilla chips.;--;--;--
/biz/pera-mediterranean-brasserie-new-york;Pera Mediterranean Brasserie;Turkish,Mediterranean,Middle Eastern;Midtown East, New York;Oct 20, 2023;4;The service was fantastic- ask for Segnudno!  The restaurant was packed and a bit loud because of it, but we were able to get a small table in the back.  We ordered a bottle of wine, hummus, lamb chops and chicken.  The pita chips were seasoned very nicely that came with the hummus.  My husband enjoyed his lamb but for me, the chicken was so dry and chewy.  I gave it the 4 stars though because everything else was good.  They did offer to bring me another dish, which was kind.;--;--;--
/biz/stone-bridge-pizza-and-salad-new-york;Stone Bridge Pizza & Salad;Pizza,Salad,Sandwiches;Midtown East, New York;Oct 20, 2023;5;Found this place on Yelp near our area and loved it!  Great service, fresh ingredients, lots of places to sit after walking all over the city, and decently priced!  The hubs and I split a margherita pizza and a salad...perfect for splitting!  Everything was fresh and tasty!;--;--;--
/biz/latrelles-express-houston;Latrelle's Express;Mexican;Hobby, Houston;Oct 19, 2023;4;Flying out and needed some dinner, not too many places to choose from btw!  My hubby and I ordered the steak bowls and it was good.  It was hot and used fresh ingredients and flavorful too.  Definitely good for a quick meal!  Service was quick.  We also ordered a beer and it was perfectly ice cold!;--;--;--
/biz/twisted-egg-shack-katy;Twisted Egg Shack;Breakfast & Brunch;Katy, TX;Oct 14, 2023;5;What a great little breakfast/brunch spot in a great location with a nice outdoor sitting area!  The service was great, order at the counter and then they bring your food to you.  I ordered the strawberry spinach salad and everything was really fresh and tasty.  My friend ordered the avocado toast and it was delicious.  This place seems to specialize in mimosas so tried one- I ordered a pineapple placer and it was good.;--;--;--
/biz/the-union-kitchen-katy-katy;The Union Kitchen-Katy;New American,Seafood,Breakfast & Brunch;Katy, TX;Oct 14, 2023;5;Great happy hour with great service!  Ambiance is pretty laid back at the bar during happy hour and not too crowded.  The apps for hh Fridays is half off!  My glass of wine was $5 and I had the hummus, the voodoo balls, and the egg rolls- all yummy!  Go before 6pm!;1;1;1
/biz/suerte-austin;Suerte;Mexican;East Austin, Austin;Jan 7, 2024;4;There was so much food in this kit that I brought it home and sub-divided for our house and our two adult children living in Austin.  We ordered half and half --pork and raja con quesillo.  It also came with their amazing corn tostadas, red and green salsas and tres leches cake.  Everything was beautifully prepared!  The tamales were simple and delicious and clean-tasting--the flavors really shine.  The two salsa preparations were fabulous.  Loved the tostada and the tasty marinated vegetables. The  hibiscus agua Fresca was a surprisingly refreshing and not too sweet beverage.  Excellent New Years special meal.  Thank you for the easy to pick up service on your deck!  What a fun 2024 kick off!;--;--;--
/biz/juiceland-austin-30;JuiceLand;Juice Bars & Smoothies,Vegan,Vegetarian;Hyde Park, Austin;Jan 6, 2024;4;A great spoken for a wondershosen .  Can generally find parking.  Good service.  Outdoor seating.  Customization is welcomed.  Food quality is good!  Juice land branding and vibe.;--;--;--
/biz/l-oca-d-oro-austin;L'Oca d'Oro;Italian,Wine Bars;Austin, TX;Jan 1, 2024;5;"Love that this chef does lots of special meals--some collaborations, some special occasions, some donations for non-profits.  They keep it fun, special and interesting.  The creativity is really unique and they work to keep the experience different yet of a predictable high caliber.  I especially love the ""Pasta Paisanos"" which are dinner Collabs for food justice every month on a Monday.  Those evenings support important causes and result in very creative and delicious dishes.  The staff are friendly, easy, helpful.  The restaurant has lovely sidewalk dining, bar seating as well as an intimate dining room.  Street, garage and park lot parking makes it easy to visit.  This is a great Mueller restaurant.";3;--;2
/biz/milk-honey-austin-7;milk + honey;Medical Spas,Day Spas,Skin Care;Bouldin Creek, Austin;Jan 1, 2024;5;I have been to the Guadalupe and Cesar Chavez location many, many times over the last nine years but I really like The Loren and decided to try this location.  The salon is new,smaller but very similar vibe and staff training.  It was a great experience.  I have regularly gotten a Hydrofacial but this location doesn't have that equipment so I opted for an ultimate facial.  Loved the Jelly mask.;--;--;--
/biz/snooze-an-a-m-eatery-austin-5;Snooze, an A.M. Eatery;Breakfast & Brunch,American,Cocktail Bars;Rosedale, Austin;Dec 28, 2023;4;Waited 15 minutes on a weekday at 10:30 during the week between Christmas and NYE.  About as expected Love wide variety of menu options.  Enough food in one entree for 2-3 meals.  Inside was lively, busy.  Service was busy, ok, slightly too slow.  Quality of food was good.  Parking easy.  Front desk people cheerful.  Good option.;2;--;2
/biz/komé-austin-10;Komé;Japanese,Sushi Bars;Austin, TX;Dec 22, 2023;4;Nice ambiance, nice spot on airport boulevard.  Great options, careful preparation.  Nice central Austin sushi option!  Service was simple and efficient.;1;--;--
/biz/waterfront-grill-jenks-3;Waterfront Grill;Sushi Bars,Steakhouses,Bars;Jenks, OK;Dec 22, 2023;3;When in Jenks, Waterfront Grill is a well located spot with nice patio.  Our service was terrific, weekday lunch menu choices were nice, food was better than average bar food fare.  We had fish sandwich, sriracha chicken sandwich, fish tacos, stir fry bowl with shrimp and chicken.  We also had pot stickers and mimosas.;4;--;--
/biz/the-wild-fork-tulsa;The Wild Fork;American,Cocktail Bars;Midtown, Tulsa;Dec 22, 2023;3;This location is quite nostalgic--ladies luncheons with mother and grandmother at The Garden.  With the exception of the bar, the restaurant physically is much the same.  Menu choices are nice--our group had salmon bowls, salmon salad, a burger.  Service was good, ambience nice, good access and parking.  Nice menu choices.  Food preparation and taste was spotty--just ok.  So if you're looking for a nice spot in Utica Square, don't need a great meal, it will be a good choice.;2;--;1
/biz/bar-toti-austin;Bar Toti;Cocktail Bars;Austin, TX;Dec 17, 2023;4;Great vibe.  Nice cocktails and wine list.  Great intimate decor.  Valet parking.  Great food and snack selection, thoughtfully conceived and presented.  Friendly and knowledgeable service team.  Nice evening out.  In;1;1;1
/biz/revival-coffee-by-gabrielas-austin;Revival Coffee by Gabrielas;Coffee & Tea;East Austin, Austin;Dec 1, 2023;5;Love this east Austin spot.  Friendly, casual, indoor and outdoor, tables and counters.  I only had jasmine tea (which was great!).  Will try food on my next visit!;1;1;1
/biz/hanks-austin-2;Hank's;Coffee & Tea,American,Breakfast & Brunch;Austin, TX;Nov 18, 2023;4;Such a great neighborhood spot.  Nice indoor dining, bar and covered outdoor dining, great menu options,  good parking, friendly and well-trained staff.  It is busy but not impossible to get in on weekends.  Today, our meal was brunch--avocado toast and quiche.  Very nice!;2;1;2
/biz/saturdays-hair-austin;Saturdays Hair;Hair Salons;Austin, TX;Nov 18, 2023;5;Saturday's Hair has highly trained and experienced stylists with a focus on what fits your lifestyle and life stage.  I've gone to Whitney for color and cut for about 6-7 years.  When I expressed my interest in going natural she developed a plan to allow that to happen with some tinted gloss and a few highlights to ease the transition.  It's working well.  Salon is well located with good covered parking.  Very customer focused and Austin casual.;--;--;--
/biz/home2-suites-by-hilton-fort-worth-cultural-district-fort-worth-2;Home2 Suites by Hilton Fort Worth Cultural District;Hotels;Arlington Heights, Fort Worth;Nov 16, 2023;4;This property is well located, clean, good covered parking.  My room was well appointed with kitchen items.   Mattress and pillows comfortable.  Room was clean.  i did not hear any neighbors.  I did not eat the breakfast so I cannot remark on that.   All in all a good experience.   Would definitely stay here again.;1;--;--
/biz/drybar-fort-worth-fort-worth-3;Drybar - Fort Worth;Blow Dry/Out Services,Hair Stylists;TCU/West Cliff, Fort Worth;Nov 16, 2023;5;Had a great experience with a fabulous blow dry for corporate photos.  Love the early AM appointments, great location.  I have been to several DryBars but not this one before.  Had a personable, friendly hair professional.  She was quick and my hair was great!  Thank you.  Will be back!;1;--;1
/biz/waltons-fancy-and-staple-austin;Waltons Fancy and Staple;Delis,Florists,Breakfast & Brunch;Market District, Austin;Nov 12, 2023;5;Waltons is always a great breakfast/brunch experience.  Smart and kind staff, a beautiful store environment and reliably tasty food.  Today we had the ham and egg open faced sandwich and shrimp and grits.  Both were excellent with hot jasmine tea and a latte.  I also scored a beautiful cactus for my kitchen counter!;--;--;--
/biz/hampton-inn-and-suites-tulsa-tulsa-hills-tulsa-2;Hampton Inn & Suites Tulsa/Tulsa Hills;Hotels;Turkey Mountain, Tulsa;Nov 12, 2023;4;I have stayed at this property multiple times.  I am surprised at some of the reviews.  this location is great.  I often walk and run through the area.  Nice shops and restaurants nearby.  Dog friendly.  Clean. Polite staff.  Property well-maintained.  I did not eat breakfast on this trip at the property.  I was there over the weekend and there were lots of teens but my room was quiet once inside.;1;--;--
/biz/los-cabos-jenks;Los Cabos;Mexican,Music Venues;Jenks, OK;Nov 12, 2023;3;Had a Sunday evening dinner with family while in Tulsa.  We ate on the covered porch on the river side of the restaurant in the fall.    We had grilled fish tacos, a salad and the tamales.  Our food and service was good.  Chips and Salsa were ok not great.  It is a convenient location, good parking, great setting.  It is a solid choice if you are you in Jenks.;--;--;1
/biz/hatch-early-mood-food-jenks;Hatch Early Mood Food;Breakfast & Brunch,Sandwiches,New American;Jenks, OK;Nov 12, 2023;4;We got in before the big rush on a Sunday morning with our party of seven.  Our food arrived promptly.  The menu has lots of amazing things.  I think we had most of it!  I ordered the Veggie Omelet with a side of greens and plain tumblers.  My meal was great.  We had Classic Eggs Benedict, A Waffle, a sausage breakfast Sammie, Avocado Toast with poached eggs, two kiddie classics, a Bloody Mary and a Mimosa.  Service was great.   Ambiance is nice.  Food was great.  Bathrooms were clean.  Definitely a good breakfast spot.  Go early!;--;--;--
/biz/rose-gose-austin;Rose Gose;Wine Bars,Cocktail Bars,Modern European;Austin, TX;Sep 30, 2023;4;What a pleasant surprise!  We liked the prior concept Sala and Betty but hadn't tried Rose Gose.  The staff were friendly, helpful, kind and knowledgeable.  The menu sounded great.  Prices were competitive. Decor was fresh and contemporary.  We had a fall pasta special and mussels.  Pasta was Al dente.  Mussels were tasty.   We look forward to returning to sit on the patio in cooler weather!  We will be back!;--;--;1
/biz/merriment-social-milwaukee-2;Merriment Social;New American,Burgers,Beer Bar;Walker's Point, Milwaukee;Sep 24, 2023;4;Went to a fun wedding celebration at this venue on a beautiful September evening.  They had the garage doors open.  Space works well for party--cocktails and dancing in the front, tables for dining in front, food buffet in back, photo. Booth on balcony.   Food was good, drinks were good.  Nice 3rd Ward vibe.  Staff were attentive, food refreshed often.  Good event space!;1;--;1
/biz/boca-chica-restaurant-saint-paul;Boca Chica Restaurant;Mexican;West Side, Saint Paul;Sep 23, 2023;4;We have been coming to Boca Chica in Saint Paul for over 30 years and it doesn't disappoint.  On this trip, four of us sat on the patio and had margaritas, chips and salsa, enchiladas and tacos.  Service was great, their recipes haven't changed and the family-style cooking meets the mark.  I return when I am in the Saint Paul (or even if I am not close to Plato Blvd!).  Will return.  The outside dining was a big plus on this lovely fall day!;--;--;--
/biz/the-buzz-coffee-and-cafe-burnsville;The Buzz Coffee & Cafe;Coffee & Tea,Bakeries,Breakfast & Brunch;Burnsville, MN;Sep 23, 2023;2;This is conveniently located just off I-35 at Burnsville Parkway.  This is a not a great option--so many coffee shops are interesting and nicely curated.  Not this one.  Low on ambiance, low on service.  Cannot speak to food since I did not eat.  I ordered a tea which was serviced in commercially boxed tea bags.;--;--;--
/biz/cherrywood-coffeehouse-austin;Cherrywood Coffeehouse;Coffee & Tea,Breakfast & Brunch,Beer Bar;Cherrywood, Austin;Sep 23, 2023;4;Cherrywood is such an Austin spot.  You cannot go wrong here.  The only drawback is that parking might require a bit of a walk and parking on the street.  The vibe is very Austin, the beverage selection is great--I. Love their loose tea selections, lots of beers on tap.  Food is way better than most coffee shops/bars.  Can find simple snacks to full meals and everything in between.  An Austin-style all day place from early morning to mid morning to lunch to happy hour to dinner.  Cannot go wrong.  Counter service and food brought to the table.  Mostly bus yourself.  A nice outdoor dining option if you like.   Sometimes there is live music for adults and/or families.;--;--;--
/biz/good-day-café-golden-valley-2;Good Day Café;Breakfast & Brunch,American,Comfort Food;Golden Valley, MN;Sep 23, 2023;3;I have been going to Good Day Cafe since its opening and have always found the friendly staff and simple food to be a great combination for meeting clients and friends.  It is well located at the intersection of I-394 and Hwy 100 for many many people to get to fairly easily.  I have been there for breakfast, snacks, coffee, lunch, happy hour etc.  My most recent visit was a bit of an inflation shock.  At 1: 30 p.m.. there were no sides nor simple snacks.  All of the lunch items were $17+.  Our party of two ordered a side salad with chicken and a Tuna melt with no cheese.  It seems kind of crazy that the bill was $42 With tip for a mid-afternoon snack.  A good spot, well located, ok food, ability to move large crowds of people through, good service but getting pricey for the equation.    It is a large space that works well for their operation. I will continue to visit.  In my opinion a better quality food alternative nearby is Yum!.;--;--;--
/biz/34th-street-cafe-austin;34th Street Cafe;New American;Bryker Woods, Austin;Sep 23, 2023;5;Love this spot.  Service and food quality is always excellent, tables are clean, prices are reasonable.  This is a gem of a spot that people don't often think about and it is a go-to spot for a good meal, served quickly for a fair price.;--;--;--
/biz/buckleys-restaurant-and-bar-milwaukee-2;Buckley's Restaurant & Bar;New American,Bars;East Town, Milwaukee;Sep 23, 2023;4;A long time friend made dinner reservations in the bar at a high top in the window.  This restaurant is very convenient, the exterior is super cute and they have some seasonal sidewalk tables.  We ordered a starter of the fried artichokes,  I had the beet salad and she had the fried haddock and chips.  We took pieces of their special Carrot Cake home.  The wait staff were very friendly, the food was good.  This is a nice spot.  I will be back!;1;--;--
/biz/6smith-wayzata-2;6Smith;Seafood,Bars,Burgers;Wayzata, MN;Sep 23, 2023;4;Three of us had a lovely lunch on the deck of 6Smith.  Each of us different protein version of the Ancient Grains Salad--one with chicken, one with salmon and one with shrimp.  It was a lovely fall Minnesota day on the deck and the food was very nice, the service attentive and the ambiance nearly perfect.  It is a nice spot for a client lunch, time with friends but it is quite expensive.  Salads with protein were $18.95 and when you add a protein are in the $28-31 range which is a lot, in my opinion, for a lunch salad.  It was quite tasty, I have to admit.  So I would give five stars for ambiance, 4 stars for food, 4 stars for service, 2.5 stars for value.  Will be back.;1;--;--
/biz/convene-new-york-30;Convene;Venues & Event Spaces;Midtown West, New York;Sep 13, 2023;4;Attended a business conference in this co-working space.  Space was comfortable, well located, good conference Tech, beverage and snack selections are easy to access and better than average.  lunch was simple but good quality and tasty.  Service seems good (but I was not the conference organizer so I cannot comment on that.). Bathrooms were clean and well maintained.  This is a great spot!;--;--;1
/biz/este-austin-2;Este;Seafood,Wine Bars,Cocktail Bars;Cherrywood, Austin;Sep 13, 2023;4;This is a fresh newer restaurant.  Space design is nice and feels very appropriate for Austin.  Service is friendly and knowledgeable.  Food was truly great.  We had mussels and shrimp (Camarones El Ricas).  For dessert, we had Tarta de chocolate.  Valet parking.  A lovely evening!;1;--;1
/biz/pera-mediterranean-brasserie-new-york;Pera Mediterranean Brasserie;Turkish,Mediterranean,Middle Eastern;Midtown East, New York;Sep 13, 2023;4;This restaurant has lovely sidewalk cafe and interior dining.  With no reservations on a Tuesday night around 7:00, I couldn't get a table so sat at the bar.  Service was friendly and prompt.  I had a sparkling water, watermelon salad and the dip trio.  All were good, large portions. A nice option on Madison Avenue around 42nd street.  Like all restaurants in our inflationary time, kind of on the pricey side but this is midtown,  I would go back.;1;--;--
/biz/yelp-elite-week-with-dosa-shack-austin;Yelp Elite Week with Dosa Shack;Yelp Events;Rosedale, Austin;Aug 12, 2023;3;In fairness, we went on an evening that was 104 degrees at 6:45 pm, more in their parking lot and waiting area.  The food took a bit longer than most food trucks but we did not anywhere near the wait that some described in their reviews .  No complaints on that. We ordered our food for carry out.  It was packaged carefully.  We ordered devil veggie dosa, paneer tikka, Bombay grilled cheese and mango lassie.  Both the dosa and sandwich were less crispy than would have been ideal and slightly soggy.  We both thought there were just too many different flavors that were competing with one another rather than complimenting.  The mango lassie was the favorite item we tasted.  The paneer tikka was nice--easy to eat, simple, tasty,   The service was polite.  Yelp is grateful for the special opportunity to taste their food.  Thank you.  Wishing you success.;1;--;--
/biz/hilton-anatole-dallas-2;Hilton Anatole;Hotels;Dallas, TX;Aug 5, 2023;4;This hotel was quite the happening place in the early to mid 1980s.  It is not that scene with the beautiful high end restaurants and art.  But Hilton has maintained the property. It is conveniently located next to the design district and is a large property.  The rooms were somewhat updated and nice.  Parking is kind of a cluster--on one lot you needed the key card to get into the parking but not at the exit, at another lot, you needed the key for the exit which is a challenge when you have checked out.  We did not eat at the property and were only there one night so didn't use any of the amenities but the staff seemed attentive and well trained.  I have stayed there a few times since the glory days and they are keeping up with this massive property.  It is not a high end luxury hotel but a definitely nice stay.  Would return.;--;--;--
/biz/flossies-irving;Flossie's;New American,Breakfast & Brunch;Irving, TX;Aug 5, 2023;3;Had breakfast at Flossie's with a friend.  Service was a bit slow but typical for post-pandemic restaurant service.  We ordered off the menu and the had an avocado toast with poached egg and a bowl.  Both were well prepared.  The environment is a bit stark.  Wait staff could use more training.  Probably fine if you are a hotel guest but would not recommend dining here unless you are a captive audience.  It is fine but nothing special.  If you are not a hotel guest the restaurant is easy to find.  there is adjacent abundant parking.   The restaurant is on the lower level of the building.;--;--;--
/biz/monaco-irving;Monaco;Italian,Modern European,Cocktail Bars;Irving, TX;Aug 5, 2023;4;Our party of three had a very nice lunch at Monaco.  It is a bit difficult to find but when we arrived (there is good garage parking behind) we were welcomed.  Service was very attentive.  Our Caesar and Bibb salads for lunch were fresh.  Two of us had to drive back to Austin after lunch so we skipped the meatball specials but they sounded amazing!  This is a great spot if you are in Las Colinas.  It was too hot in August but their patio dining will be lovely in fall and spring.;--;--;--
/biz/aviano-coffee-denver-5;Aviano Coffee;Coffee & Tea;Cherry Creek, Denver;Jul 29, 2023;5;This spot was the vicinity where I needed a meeting so I arranged for it.  The address is a bit difficult to find--it is actually on 2nd.  Once found, it was great.  Busy in mid afternoon, good energy, cool stadium-style seating, polite and cool.  Beverages were tasty and quick--I had green iced tea.  I ordered a garden salad that was nice.  When it is not 100 degrees the sidewalk dining would also be nice!  Great spot in Cherrywood.;1;--;--
/biz/steamies-dumplings-austin;Steamies Dumplings;Do-It-Yourself Food,Dim Sum;Austin, TX;Jul 23, 2023;5;This is a great spot--dumplings made to order.  We had sticky rice, assorted pot stickers, cucumber salad and the scallion pancake taco.  Everything was great.  Located in crescent--an Asian focused strip center.  New owner was at till, super service oriented.  Carry out or small eat-in, sidewalk dining.  Will be back.;--;--;--
/biz/tre-rivali-milwaukee;Tre Rivali;Mediterranean,New American,Bars;Historic Third Ward, Milwaukee;Jun 23, 2023;4;On a lovely summer Thursday evening after a long flight to Milwaukee, we enjoyed a sidewalk cafe dinner of small plates.  We had a Caesar salad, a Mediterranean salad, pulpo grilled octopus and Brussel sprouts.  Our server was friendly, happy, knowledgeable of the menu and area and she had a great sense of timing.  She treated our Pellegrino sparkling water as if it was the finest wine!  The third ward neighborhood is vibrant and fun.  The sidewalk cafe was just right.  Summer in the Midwest can be lovely and tonight it was!;--;--;--
